#SampleID	ERR1414209	ERR1414210	ERR1414211	ERR1414212	ERR1414213	ERR1414214	ERR1414215	ERR1414216	ERR1414217	ERR1414218	ERR1414219	ERR1414220	ERR1414221	ERR1414222	ERR1414223	ERR1414224	ERR1414225	ERR1414226	ERR1414227	ERR1414228	ERR1414229	ERR1414230	ERR1414231	ERR1414232	ERR1414233	ERR1414234	ERR1414235	ERR1414236	ERR1414237	ERR1414238	ERR1414239	ERR1414240	ERR1414241	ERR1414242	ERR1414243	ERR1414244	ERR1414245	ERR1414246	ERR1414247	ERR1414248	ERR1414249	ERR1414250	ERR1414251	ERR1414252	ERR1414253	ERR1414254	ERR1414255	ERR1414256	ERR1414257	ERR1414258	ERR1414259	ERR1414260	ERR1414261	ERR1414262	ERR1414263	ERR1414264	ERR1414265	ERR1414266	ERR1414267	ERR1414268	ERR1414269	ERR1414270	ERR1414271	ERR1414272	ERR1414273	ERR1414274	ERR1414275	ERR1414276	ERR1414277	ERR1414278
Root;k__Bacteria;p__Acidobacteria;c__AT-s54;o__;f__;g__;s__	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__;f__;g__;s__	3	1	0	3	2	1	3	0	1	2	1	1	2	0	6	4	0	2	1	2	2	2	1	3	0	0	1	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	2	2	0	0	0	0	3	0	1	0	0
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__;f__;g__;s__	4	4	1	3	13	12	10	0	0	0	1	0	1	1	1	0	0	6	8	4	11	7	12	7	1	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	2	7	0	0	0	1	0	0	6	0	0	0	3
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__BPC015;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__;g__;s__	33	20	34	47	74	64	70	5	6	6	5	7	2	8	2	2	2	66	64	57	99	51	95	63	8	10	15	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	2	0	13	16	16	6	29	12	4	1	0	3	2	68	5	8	7	7
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__;s__	34	26	18	36	56	45	56	23	24	22	22	21	21	31	18	12	16	76	66	75	74	44	86	71	18	17	35	33	3	1	2	1	2	5	3	8	3	7	3	14	3	0	7	9	4	3	12	4	15	0	35	38	12	13	22	28	13	6	20	43	12	6	6	8	8	86	12	10	16	11
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__RB40;g__;s__	6	10	8	25	28	17	16	2	1	3	1	2	8	6	0	1	0	18	17	36	28	12	27	17	3	7	4	6	0	0	0	2	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	19	5	20	20	10	4	5	11	15	1	0	0	1	0	30	2	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__mb2424;g__;s__	39	28	25	57	75	48	66	1	5	4	1	2	9	14	1	10	5	35	17	31	42	27	45	32	1	2	0	1	0	0	6	1	3	1	0	0	0	0	0	0	7	16	0	0	0	0	0	0	4	0	11	13	3	1	12	5	6	9	33	10	1	0	3	0	0	27	1	1	2	0
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	0	0	2	2	2	0	1	0	1	1	0	0	2	0	0	0	0	0	2	1	1	1	1	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	5	1	0	0	1	0	1	0	0	0	2	1	0	1	2
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidobacterium;s__	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Edaphobacter;s__modestum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__;s__	1	1	0	1	2	4	0	0	1	1	0	0	3	1	2	2	0	1	0	2	3	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	1	0	1	0	0	1	8	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae;g__CandidatusKoribacter;s__	2	0	0	1	0	1	1	5	4	7	0	5	1	0	0	1	1	11	2	6	6	6	9	9	2	6	6	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	2	3	2	0	0	1	1	11	1	1	2	0
Root;k__Bacteria;p__Acidobacteria;c__BPC102;o__;f__;g__;s__	0	0	0	0	0	0	0	1	0	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__BPC102;o__B110;f__;g__;s__	0	4	2	3	3	4	4	15	10	13	11	19	14	6	7	2	1	12	8	12	10	0	4	3	5	8	3	8	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	2	0	0	0	1	6	3	0	1	0	0	7	2	2	0	0
Root;k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40;f__;g__;s__	0	0	0	0	0	0	1	14	9	11	3	12	8	15	3	1	6	0	1	2	1	0	2	3	15	7	17	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	12	2	0	0	0	0	2	2	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__DA052;o__E29;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__;g__;s__	2	0	2	1	7	0	0	1	0	1	0	0	0	1	1	0	0	2	8	4	6	1	10	6	0	0	1	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	1	0	6	13	0	7	0	3	0	0	0	0	0	1	0	2	0	1	0	2	0	1	7	3	0	1	0
Root;k__Bacteria;p__Acidobacteria;c__GAL08;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__;g__;s__	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__;s__	28	38	36	72	74	46	92	13	6	4	4	9	9	18	4	3	5	263	275	303	302	368	793	687	27	17	38	23	1	4	22	22	28	19	13	57	25	29	0	0	10	21	9	12	7	1	51	20	15	0	94	62	11	8	102	88	12	9	28	17	4	12	12	13	20	977	21	24	17	23
Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__	31	41	43	78	64	78	78	1	6	1	1	3	12	11	1	4	3	350	381	370	418	361	799	631	4	6	10	7	0	0	2	1	3	1	2	5	0	1	0	0	0	3	0	0	0	0	0	0	16	15	85	72	7	12	129	141	10	10	27	5	2	6	8	7	9	1135	18	9	7	19
Root;k__Bacteria;p__Acidobacteria;c__OS-K;o__;f__;g__;s__	0	1	0	1	0	0	1	29	20	20	8	31	14	8	4	2	3	0	0	0	2	0	2	0	10	11	13	9	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	6	0	2	1	2	0	1	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__PAUC37f;o__;f__;g__;s__	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__RB25;o__;f__;g__;s__	0	2	0	0	0	1	0	3	2	6	2	4	2	1	1	2	0	0	0	1	0	1	1	3	5	5	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	1	3	3	0	0	0	1	3	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__S035;o__;f__;g__;s__	2	1	0	0	5	2	2	1	1	3	1	1	1	4	1	0	1	2	2	3	5	6	1	3	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__JH-WHS99;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__;g__;s__	21	12	22	46	40	47	68	5	6	2	3	3	8	4	7	6	10	106	66	76	101	40	64	107	6	3	2	9	0	4	13	9	0	0	3	1	0	0	0	0	0	3	4	3	1	0	0	0	0	0	17	34	18	11	21	27	10	1	13	7	8	0	1	0	2	109	3	2	6	0
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__AKIW659;g__;s__	0	0	0	0	2	2	1	31	33	29	21	27	8	13	30	17	17	2	1	0	2	0	1	0	13	15	40	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13	21	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__MVS-65;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PAUC26f;g__;s__	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PK34;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__;s__	0	0	0	1	0	1	4	0	1	0	0	0	0	0	0	0	0	6	2	3	7	3	1	1	0	0	1	0	0	0	3	0	0	2	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	5	0	0	0	1
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__CandidatusSolibacter;s__	0	1	2	5	2	2	4	4	3	2	1	1	1	3	3	3	3	11	6	4	8	4	3	4	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	1	11	0	1	0	3	4	0	0	1	0	0	6	1	0	1	0
Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae];g__;s__	0	0	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0	22	11	14	25	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__;g__;s__	66	71	76	106	164	133	176	54	44	65	26	69	77	73	30	34	31	77	62	116	120	186	294	270	39	40	81	64	0	4	1	2	3	1	1	0	4	2	1	3	2	0	1	0	7	4	2	0	0	0	97	157	0	0	16	27	36	36	84	73	42	5	6	8	6	270	22	13	25	25
Root;k__Bacteria;p__Acidobacteria;c__TM1;o__;f__;g__;s__	2	2	0	0	4	3	5	0	1	0	1	0	1	2	0	0	1	5	4	2	4	2	2	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24;f__;g__;s__	1	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__;f__;g__;s__	0	1	3	1	2	4	3	4	6	8	2	3	2	5	2	1	0	3	1	4	3	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	1	1
Root;k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__;g__;s__	20	9	10	31	42	37	43	4	11	10	12	18	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	23	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__Ellin7246;f__;g__;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29;f__;g__;s__	2	7	0	15	7	14	27	0	0	0	0	0	0	0	2	2	0	22	11	13	17	9	8	10	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	6	9	2	2	0	0	0	0	1	11	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__;s__	2	2	2	2	4	0	3	6	6	1	2	4	4	0	1	0	1	0	0	0	2	1	2	2	1	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	1	0	0	0	0	1	2	0	1	0	1	0	2	0	0	0	0	1	0	2
Root;k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075;g__;s__	102	86	109	152	177	159	200	24	29	21	16	24	29	17	15	11	19	97	87	96	113	92	183	173	9	9	5	11	0	8	8	14	10	14	3	4	4	1	0	3	14	14	3	2	4	0	0	0	0	0	165	130	1	0	81	59	35	41	52	21	16	3	5	2	6	214	14	9	6	12
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__;g__;s__	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;o__;f__;g__;s__	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__;g__;s__	2	1	5	5	8	5	3	3	3	5	0	3	1	0	1	2	0	6	12	8	12	13	21	17	2	2	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	4	2	4	0	3	0	0	0	0	0	0	0	1	0	1	0	5	2	0	0	0	0	1	19	3	1	0	1
Root;k__Bacteria;p__Acidobacteria;c__iii1-8;o__SJA-36;f__;g__;s__	14	12	8	12	23	13	32	6	2	7	1	1	13	16	1	0	6	47	27	40	32	21	33	31	18	11	14	14	4	9	0	2	0	4	2	3	1	2	2	0	2	3	1	3	5	5	0	2	0	0	15	25	0	0	3	4	0	5	4	13	3	1	11	2	4	32	5	3	3	3
Root;k__Bacteria;p__Actinobacteria;c__;o__;f__;g__;s__	0	0	0	0	0	1	0	0	0	0	0	1	2	1	2	3	1	0	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	791	576	500	1694	2033	1861	1550	232	316	226	202	287	188	274	53	61	45	242	520	681	458	526	1026	598	86	114	124	134	5	8	4	1	4	18	7	0	3	1	7	0	13	7	11	17	1	5	3	5	1	0	209	293	1	7	193	155	417	592	739	208	48	6	18	11	20	456	63	19	26	35
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__AKIW874;g__;s__	1	2	2	4	2	7	6	0	1	1	1	0	3	2	2	3	1	6	4	5	2	5	17	2	0	0	4	3	0	0	2	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	3	2	1	0	0	1	0	4	0	0	1	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__	1	2	1	4	1	6	2	1	0	0	2	2	1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	1	1	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;g__;s__	60	45	39	72	94	72	64	59	85	86	45	98	54	68	15	9	12	20	54	83	56	63	149	84	20	27	35	33	0	4	2	0	5	0	1	0	0	0	1	1	0	3	0	0	5	0	2	0	0	0	89	92	11	8	60	55	32	46	55	67	18	3	4	3	1	86	6	2	2	4
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__;s__	21	11	14	23	37	36	26	7	4	6	3	10	1	2	2	1	1	5	5	7	6	8	21	12	4	6	6	7	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	10	9	6	9	18	4	1	1	0	0	1	14	1	1	1	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__;s__	0	1	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia;s__	2	1	2	0	0	2	0	0	2	1	0	2	0	0	0	0	0	0	3	3	4	2	10	4	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__JdFBGBact;g__;s__	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__;s__	12	14	7	10	21	25	20	9	11	9	7	15	13	27	4	3	3	25	38	45	26	15	29	23	3	9	5	7	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	4	4	7	0	0	0	0	3	22	0	0	14	24	2	4	14	15	1	0	2	0	1	16	4	0	2	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__CandidatusMicrothrix;s__	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__CandidatusMicrothrix;s__parvicella	4	3	6	8	6	4	7	2	0	4	3	2	36	52	2	8	4	50	77	96	68	6	6	10	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	30	3	3	4	41	9	0	0	2	1	11	0	0	0	1
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OCS155;g__;s__	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__SC3-41;g__;s__	2	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	2	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__;s__	3	2	2	7	7	6	6	3	1	2	1	3	1	5	0	1	0	7	4	12	9	10	23	9	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	3	0	2	9	2	2	0	0	1	0	0	5	0	0	0	2
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__ZA3409c;g__;s__	8	7	10	27	24	21	23	1	5	3	3	4	2	2	0	0	1	2	6	5	4	2	6	4	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	7	4	1	1	0	0	0	0	3	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__koll13;g__;s__	6	4	2	16	16	9	7	0	1	1	2	0	0	3	0	0	0	2	0	4	2	0	3	3	2	1	3	4	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	1	0	1	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__ntu14;g__;s__	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__wb1_P06;g__;s__	56	41	31	137	141	133	115	14	19	19	19	22	10	19	8	2	4	19	47	58	46	33	73	40	5	6	12	10	5	2	1	2	0	2	0	3	0	3	2	9	2	8	15	3	7	6	0	7	0	0	25	32	0	0	23	9	25	30	49	11	2	3	4	3	7	39	14	1	4	9
