Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Family_Genus,ERR2586215,ERR2586216,ERR2586217,ERR2586218,ERR2586219,ERR2586220
Eukaryota,Eukaryota,,Litostomatea,Pleurostomatida,Amphileptidae,Hemiophrys,Amph_Hemiophrys,0.0,0.0,0.0,6.0,10.0,7.0
Eukaryota,Eukaryota,,Oligohymenophorea,Sessilida,Epistylidae,Epistylis,Epis_Epistylis,0.0,0.0,0.0,14.0,26.0,10.0
Eukaryota,Eukaryota,,Oligohymenophorea,Sessilida,Opisthonectidae,Telotrochidium,Opis_Telotrochidium,0.0,0.0,0.0,32.0,42.0,17.0
Eukaryota,Eukaryota,,Oligohymenophorea,Sessilida,Vorticellidae,Pseudovorticella,Vort_Pseudovorticella,0.0,0.0,0.0,1.0,1.0,1.0
Eukaryota,Eukaryota,,Oligohymenophorea,Sessilida,Vorticellidae,Vorticella,Vort_Vorticella,0.0,0.0,0.0,4.0,3.0,3.0
Eukaryota,Eukaryota,,Oligohymenophorea,Sessilida,Zoothamniidae,Zoothamnium,Zoot_Zoothamnium,0.0,0.0,0.0,0.0,1.0,0.0
Eukaryota,Eukaryota,,Phyllopharyngea,Chlamydodontida,Chilodonellidae,Phascolodon,Chil_Phascolodon,0.0,0.0,0.0,8.0,13.0,11.0
Eukaryota,Eukaryota,,Phyllopharyngea,Cyrtophorida,,Trithigmostoma,Trithigmostoma,0.0,0.0,0.0,3.0,9.0,12.0
Eukaryota,Eukaryota,,Phyllopharyngea,Dysteriida,Dysteriidae,Dysteria,Dyst_Dysteria,0.0,0.0,0.0,0.0,1.0,1.0
Eukaryota,Eukaryota,,Phyllopharyngea,Dysteriida,Dysteriidae,Trochilia,Dyst_Trochilia,0.0,0.0,0.0,5.0,3.0,7.0
Eukaryota,Eukaryota,,Phyllopharyngea,Endogenida,Acinetidae,Acineta,Acin_Acineta,1.0,0.0,0.0,16.0,26.0,14.0
Eukaryota,Eukaryota,,Phyllopharyngea,Endogenida,Acinetidae,Paracineta,Acin_Paracineta,0.0,0.0,0.0,0.0,1.0,0.0
Eukaryota,Eukaryota,,Phyllopharyngea,Endogenida,Tokophryidae,Tokophrya,Toko_Tokophrya,0.0,0.0,0.0,18.0,12.0,20.0
Eukaryota,Eukaryota,,Phyllopharyngea,Exogenida,Ephelotidae,Ephelota,Ephe_Ephelota,0.0,0.0,0.0,0.0,0.0,1.0
Eukaryota,Eukaryota,,Spirotrichea,Euplotida,Aspidiscidae,Aspidisca,Aspi_Aspidisca,0.0,0.0,0.0,120.0,121.0,18.0
Eukaryota,Eukaryota,,Spirotrichea,Euplotida,Euplotidae,Euplotes,Eupl_Euplotes,3.0,0.0,5.0,16.0,24.0,17.0
Eukaryota,Eukaryota,,Spirotrichea,Sporadotrichida,Oxytrichidae,Stylonychia,Oxyt_Stylonychia,0.0,0.0,1.0,0.0,0.0,0.0
Eukaryota,Eukaryota,Bacillariophyta,Fragilariophyceae,Rhaponeidales,Rhaphoneidaceae,Rhaphoneis,Rhap_Rhaphoneis,0.0,0.0,0.0,0.0,1.0,0.0
Eukaryota,Eukaryota,Colponemidia,,,,Colponema,Colponema,1.0,0.0,0.0,0.0,0.0,0.0
Eukaryota,Eukaryota,Euglenida,,Sphenomonadales,Sphenomonadidae,Petalomonas,Sphe_Petalomonas,7.0,6.0,10.0,0.0,0.0,0.0
Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Tric_Cutaneotrichosporon,0.0,0.0,0.0,0.0,1.0,0.0
Eukaryota,Fungi,Chytridiomycota,Monoblepharidomycetes,Monoblepharidales,Gonapodyaceae,Gonapodya,Gona_Gonapodya,0.0,0.0,0.0,1.0,1.0,2.0
Eukaryota,Fungi,Cryptomycota,,,,Paramicrosporidium,Paramicrosporidium,6.0,10.0,11.0,0.0,2.0,1.0
Eukaryota,Fungi,Mucoromycota,,Mortierellales,Mortierellaceae,Mortierella,Mort_Mortierella,0.0,0.0,1.0,0.0,0.0,0.0
Eukaryota,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glom_Glomus,0.0,0.0,0.0,1.0,0.0,0.0
Eukaryota,Metazoa,Annelida,Clitellata,Haplotaxida,Enchytraeidae,Enchytraeus,Ench_Enchytraeus,0.0,0.0,0.0,1.0,0.0,0.0
Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Parachela,Cypr_Parachela,0.0,0.0,0.0,0.0,0.0,2.0
Eukaryota,Metazoa,Nematoda,Chromadorea,Diplogasterida,Diplogasteridae,Rhabditidoides,Dipl_Rhabditidoides,0.0,0.0,0.0,0.0,0.0,1.0
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Diplogastridae,Acrostichus,Dipl_Acrostichus,0.0,0.0,0.0,2.0,0.0,0.0
Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Diploscapteridae,Diploscapter,Dipl_Diploscapter,0.0,0.0,0.0,0.0,1.0,0.0
Eukaryota,Metazoa,Rotifera,Bdelloidea,Adinetida,Adinetidae,Adineta,Adin_Adineta,4.0,1.0,3.0,0.0,0.0,0.0
Eukaryota,Metazoa,Tardigrada,Eutardigrada,Parachela,Hypsibiidae,Hypsibius,Hyps_Hypsibius,0.0,0.0,0.0,0.0,0.0,1.0
Eukaryota,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Prototheca,Chlo_Prototheca,0.0,0.0,0.0,2.0,0.0,0.0
Eukaryota,Viridiplantae,Streptophyta,,Fabales,Fabaceae,Ammopiptanthus,Faba_Ammopiptanthus,0.0,0.0,0.0,0.0,1.0,1.0
